source,translated,language
translate to Hindi: Scott Wheeler,स्कॉट व्हीलर,Hindi
"translate to Hindi: I'm not sure how to get there, I'm not sure how it's going to work.",मुझे नहीं पता कि वहाँ कैसे पहुँचु. मुझे पक्का नहीं मालूम कि ये कैसे होगा.,Hindi
translate to Hindi: The man that was gonna bring Daddy home.,वो आदमी जो डैडी को घर लाने वाला था।,Hindi
"translate to Hindi: And you see the mountains, and imagine them fixed, yet they pass, as the passing of the clouds—the making of God, who has perfected everything. He is fully Informed of what you do.",और तुम पहाड़ों को देखकर उन्हें मज़बूर जमे हुए समझतें हो हालाकि ये (क़यामत के दिन) बादल की तरह उड़े उडे फ़िरेगें (ये भी) ख़ुदा की कारीगरी है कि जिसने हर चीज़ को ख़ूब मज़बूत बनाया है बेशक जो कुछ तुम लोग करते हो उससे वह ख़ूब वाक़िफ़ है,Hindi
"translate to Hindi: And when it is said to them: ""Spend of that with which Allah has provided you,"" those who disbelieve say to those who believe: ""Shall we feed those whom, if Allah willed, He (Himself) would have fed? You are only in a plain error.""",और जब उन (कुफ्फ़ार) से कहा जाता है कि (माले दुनिया से) जो खुदा ने तुम्हें दिया है उसमें से कुछ (खुदा की राह में भी) ख़र्च करो तो (ये) कुफ्फ़ार ईमानवालों से कहते हैं कि भला हम उस शख्स को खिलाएँ जिसे (तुम्हारे ख्याल के मुवाफ़िक़) खुदा चाहता तो उसको खुद खिलाता कि तुम लोग बस सरीही गुमराही में (पड़े हुए) हो,Hindi
translate to Hindi: Is it not a sign to them that the learned scholars (like 'Abdullah bin Salam who embraced Islam) of the Children of Israel knew it (as true)?,क्या उनके लिए ये कोई (काफ़ी) निशानी नहीं है कि इसको उलेमा बनी इसराइल जानते हैं,Hindi
translate to Hindi: Get him dressed.,उसे तैयार हो जाओ.,Hindi
translate to Hindi: It's explanation is upon Us.,फिर हमारे ज़िम्मे है उसका स्पष्टीकरण करना,Hindi
translate to Hindi: Edit Text,पाठ संपादित करें,Hindi
"translate to Hindi: And recite to them the news of Abraham,",और (ऐ रसूल) उन लोगों के सामने इबराहीम का किस्सा बयान करों,Hindi
"translate to Hindi: so that you may believe in God and His Messenger, and may help him, and honour him, and so that you may glorify God morning and evening.",ताकि (मुसलमानों) तुम लोग ख़ुदा और उसके रसूल पर ईमान लाओ और उसकी मदद करो और उसको बुज़ुर्ग़ समझो और सुबह और शाम उसी की तस्बीह करो,Hindi
"translate to Hindi: They said, ‘Father! Plead [with Allah] for forgiveness of our sins! We have indeed been erring.’",उन लोगों ने अर्ज़ की ऐ अब्बा हमारे गुनाहों की मग़फिरत की (ख़ुदा की बारगाह में) हमारे वास्ते दुआ मॉगिए हम बेशक अज़सरतापा गुनेहगार हैं,Hindi
"translate to Hindi: Come on, fish.","- चलो, मछलियां. चलो, मछलियां!",Hindi
"translate to Hindi: Do not think that Allah will break the promise He gave to His Messengers. Mighty is Allah, and Vengeful.","अतः यह न समझना कि अल्लाह अपने रसूलों से किए हुए अपने वादे के विरुद्ध जाएगा। अल्लाह तो अपार शक्तिवाला, प्रतिशोधक है",Hindi
translate to Hindi: She is the only one who looked upon us as human.,हमारे रोग के डर के बिना...,Hindi
translate to Hindi: And denies goodness.,और अच्छी बात को झुठलाया,Hindi
translate to Hindi: St-Hubert,"सेट- ह्यूबर्टCity name (optional, probably does not need a translation)",Hindi
translate to Hindi: Hey!,अरे!,Hindi
translate to Hindi: Require SDL_image library,छवि,Hindi
translate to Hindi: 'I don't know anything','मुझे तो कुछ मालूम नहीं',Hindi
translate to Hindi: It is He who made for you the night as a covering and sleep for rest and He made the day a recall to life.,और वही तो वह (ख़ुदा) है जिसने तुम्हारे वास्ते रात को पर्दा बनाया और नींद को राहत और दिन को (कारोबार के लिए) उठ खड़ा होने का वक्त बनाया,Hindi
"translate to Hindi: Please enter the password for mail transport ""%s"".","डाक परिवहन ""%s"" के लिए कृपया कूटशब्द दाखिल करें.",Hindi
"translate to Hindi: and are heedless of their prayers,",जो अपनी नमाज़ से ग़ाफिल रहते हैं,Hindi
translate to Hindi: I do not have much time.,मेरे पास ज़्यादा समय नहीं है।,Hindi
translate to Hindi: What! do they then feel secure from Allah's plan? But none feels secure from Allah's plan except the people who shall perish.,तो क्या ये लोग ख़ुदा की तद्बीर से ढीट हो गए हैं तो (याद रहे कि) ख़ुदा के दॉव से घाटा उठाने वाले ही निडर हो बैठे हैं,Hindi
translate to Hindi: To organics.,जैविक खाद को भी.,Hindi
translate to Hindi: Sets the noise scale.,शोर स्केल सेट करता है.,Hindi
"translate to Hindi: Who is more unjust than one who invents a lie against Allah or rejects His Ayat (proofs, evidences, verses, lessons, signs, revelations, etc.)? For such their appointed portion (good things of this worldly life and their period of stay therein) will reach them from the Book (of Decrees) until, when Our Messengers (the angel of death and his assistants) come to them to take their souls, they (the angels) will say: ""Where are those whom you used to invoke and worship besides Allah,"" they will reply, ""They have vanished and deserted us."" And they will bear witness against themselves, that they were disbelievers.","अब उससे बढ़कर अत्याचारी कौन है, जिसने अल्लाह पर मिथ्यारोपण किया या उसकी आयतों को झुठलाया? ऐसे लोगों को उनके लिए लिखा हुआ हिस्सा पहुँचता रहेगा, यहाँ तक कि जब हमारे भेजे हुए (फ़रिश्ते) उनके प्राण ग्रस्त करने के लिए उनके पास आएँगे तो कहेंगे, ""कहाँ हैं, वे जिन्हें तुम अल्लाह को छोड़कर पुकारते थे?"" कहेंगे, ""वे तो हमसे गुम हो गए।"" और वे स्वयं अपने विरुद्ध गवाही देंगे कि वास्तव में वे इनकार करनेवाले थे",Hindi
"translate to Hindi: And the Garden is brought nigh for those who kept from evil, no longer distant.","और जन्नत डर रखनेवालों के लिए निकट कर दी गई, कुछ भी दूर न रही",Hindi
"translate to Hindi: The semblance of the infidels is that of a man who shouts to one that cannot hear more than a call and a cry. They are deaf, dumb and blind, and they fail to understand.",और जिन लोगों ने कुफ्र एख्तेयार किया उन की मिसाल तो उस शख्स की मिसाल है जो ऐसे जानवर को पुकार के अपना हलक़ फाड़े जो आवाज़ और पुकार के सिवा सुनता (समझता ख़ाक) न हो ये लोग बहरे गूँगे अन्धें हैं कि ख़ाक नहीं समझते,Hindi
translate to Hindi: Oxygen preview! =),अन्यों के नीचे रखें,Hindi
"translate to Hindi: and can neither help them, nor help themselves?",और न उनकी मदद की कुदरत रखते हैं और न आप अपनी मदद कर सकते हैं,Hindi
translate to Hindi: Indeed We sent forth Noah and Abraham and established in their line Prophecy and the Book. Then some of them embraced the guidance and many of them are wicked.,और बेशक हम ही ने नूह और इबराहीम को (पैग़म्बर बनाकर) भेजा और उनही दोनों की औलाद में नबूवत और किताब मुक़र्रर की तो उनमें के बाज़ हिदायत याफ्ता हैं और उन के बहुतेरे बदकार हैं,Hindi
"translate to Hindi: And there is beauty in them for you when you drive them back (to home), and when you send them forth (to pasture).",इसके अलावा और भी फायदें हैं और उनमें से बाज़ को तुम खाते हो और जब तुम उन्हें सिरे शाम चराई पर से लाते हो जब सवेरे ही सवेरे चराई पर ले जाते हो,Hindi
translate to Hindi: Let's get a picture with Mr. McCaffrey and myself.,श्री McCaffrey और खुद के साथ एक तस्वीर मिलता है.,Hindi
translate to Hindi: - We have teams of men collecting it from all the farms in the Reach.,- हम इसे इकट्ठा पुरुषों की टीमों है रीच में सभी खेतों से।,Hindi
"translate to Hindi: (David) said: ""He is unjust in demanding your ewe to add to his (many) ewes. Many partners are surely -- unjust to one another, except those who believe and do the right; but there are only a few of them."" It occurred to David that he was being tried by Us, and he begged his Lord to forgive him, and fell down in homage and repented.",दाऊद ने (बग़ैर इसके कि मुदा आलैह से कुछ पूछें) कह दिया कि ये जो तेरी दुम्बी माँग कर अपनी दुम्बियों में मिलाना चाहता है तो ये तुझ पर ज़ुल्म करता है और अक्सर शुरका (की) यकीनन (ये हालत है कि) एक दूसरे पर जुल्म किया करते हैं मगर जिन लोगों ने (सच्चे दिल से) ईमान कुबूल किया और अच्छे (अच्छे) काम किए (वह ऐसा नहीं करते) और ऐसे लोग बहुत ही कम हैं (ये सुनकर दोनों चल दिए) और अब दाऊद ने समझा कि हमने उनका इमितेहान लिया (और वह ना कामयाब रहे) फिर तो अपने परवरदिगार से बख्शिश की दुआ माँगने लगे और सजदे में गिर पड़े और (मेरी) तरफ रूजू की (24) (सजदा),Hindi
translate to Hindi: I bet he stole that.,इस लाइन को तुमने चुराया होगा,Hindi
translate to Hindi: Save current project,मौजूदा परियोजना सहेजें,Hindi
translate to Hindi: They have therein what they wish and with Us is more yet.,इसमें ये लोग जो चाहेंगे उनके लिए हाज़िर है और हमारे यहॉ तो इससे भी ज्यादा है,Hindi
translate to Hindi: VCD,वीसीडी,Hindi
translate to Hindi: You got back almost as fast as we did and through the forbidden forest.,"... हिरण भगवान के जंगल के माध्यम से, दो ले जाने ...",Hindi
"translate to Hindi: And the guy walked away, and I called him back.","और आदमी , दूर चला गया और मैं उसे वापस बुलाया.",Hindi
translate to Hindi: the jack of hearts,लाल पान का गुलाम,Hindi
translate to Hindi: Insert shell command output into a document,एक दस्तावेज़ में शेल कमांड आउटपुट को प्रविष्ट करता हैName,Hindi
translate to Hindi: By the dipersing winds that disperse.,उन (हवाओं की क़सम) जो (बादलों को) उड़ा कर तितर बितर कर देती हैं,Hindi
"translate to Hindi: When your Lord said to the angels: ""I am going to create a man from clay;",(वह बहस ये थी कि) जब तुम्हारे परवरदिगार ने फरिश्तों से कहा कि मैं गीली मिट्टी से एक आदमी बनाने वाला हूँ,Hindi
"translate to Hindi: The disbelieving assembly of his nation said: 'We see you in foolishness, and think that you are of the liars'","उसकी क़ौम के इनकार करनेवाले सरदारों ने कहा, ""वास्तव में, हम तो देखते है कि तुम बुद्धिहीनता में ग्रस्त हो और हम तो तुम्हें झूठा समझते है।""",Hindi
translate to Hindi: -Heard he had you shitting your pants.,- मैंने सुना डर से तुमने पैंट में हग दिया.,Hindi
"translate to Hindi: We will, without doubt, help our messengers and those who believe, (both) in this world's life and on the Day when the Witnesses will stand forth,-",हम अपने पैग़म्बरों की और ईमान वालों की दुनिया की ज़िन्दगी में भी ज़रूर मदद करेंगे और जिस दिन गवाह (पैग़म्बर फरिश्ते गवाही को) उठ खड़े होंगे,Hindi
translate to Hindi: Has Pointer,प्वाइंटर रखता है,Hindi
"translate to Hindi: and admit them, Lord, to the Eternal Garden You have promised to them, together with their righteous ancestors, spouses, and offspring: You alone are the Almighty; the All Wise.","ऐ हमारे रब! और उन्हें सदैव रहने के बागों में दाख़िल कर जिनका तूने उनसे वादा किया है और उनके बाप-दादा और उनकी पत्नि यों और उनकी सन्ततियों में से जो योग्य हुए उन्हें भी। निस्संदेह तू प्रभुत्वशाली, अत्यन्त तत्वदर्शी है",Hindi
translate to Hindi: I met a priest once.,मैं एक बार एक पुजारी से मुलाकात की.,Hindi
translate to Hindi: Save Vocabulary As,शब्दावली ऐसे सहेजें,Hindi
"translate to Hindi: Environment campaigners have scaled a London building, unfurling a banner.",पर्यावरण कार्यकर्ता लंदन की एक इमारत पर चढ़ गए हैं और एक बैनर फ़हरा रहे हैं.,Hindi
"translate to Hindi: When his Lord called him in the sacred valley of Tuwa,",जबकि उसके रब ने पवित्र घाटी 'तुवा' में उसे पुकारा था,Hindi
translate to Hindi: With one notable exception.,"""अपने दिमाग को सामूहिक रूप से खो देने का शुक्रिया।""",Hindi
translate to Hindi: Display progress dialog,प्रगति डायलाग प्रदर्शित करें,Hindi
translate to Hindi: Other light source,प्रकाश स्रोत:,Hindi
"translate to Hindi: This will be totally off the books, off the records, but if you want to grab one of those Mango Fruit Blasts on your way out the door,","यह पूरी तरह से किताबों से दूर हो जाएगा, अभिलेख बंद, लेकिन अगर आप उन लोगों में से एक को पकड़ो करना चाहते हैं आम का फल विस्फोटों दरवाजा बाहर अपने रास्ते पर,",Hindi
translate to Hindi: Which one do you think?,तुम्हारे विचार से कौन-सा?,Hindi
"translate to Hindi: To Him belongs all that is in the heavens and all that is in the earth, and He is the Most High, the Most Great.",और वह तो (बड़ा) आलीशान (और) बुर्ज़ुग है,Hindi
translate to Hindi: Whether to play a sound to notify of incoming messages.,क्या आने वाली संदेशों के लिए ध्वनि अधिसूचित करने के लिए बजानी है.,Hindi
translate to Hindi: Are you my friend or my enemy?,तुम मेरे दोस्त या मेरे दुश्मन हैं?,Hindi
translate to Hindi: Certificate Signature Value,प्रमाणपत्र हस्ताक्षर मूल्य,Hindi
translate to Hindi: Death Valley,"डेथ वेलीCity name (optional, probably does not need a translation)",Hindi
translate to Hindi: Inactive windows:,असक्रिय विंडो:,Hindi
translate to Hindi: Row updating on the server failed.,सर्वर पर पंक्ति अद्यतन असफल.,Hindi
"translate to Hindi: DCPD, we got a Ronald Earl.","महिला: DCPD, हम एक रोनाल्ड अर्ल को मिला",Hindi
"translate to Hindi: They said, ‘Indeed you are one of the bewitched.",वह लोग कहने लगे तुम पर तो बस जादू कर दिया गया है (कि ऐसी बातें करते हों),Hindi
translate to Hindi: And that which is (locked up) in (human) breasts is made manifest-,और दिलों के भेद ज़ाहिर कर दिए जाएँगे,Hindi
translate to Hindi: %a %I:%M %p,%a %I:%M %pfriendly timeFeb 12 12:34 am,Hindi
translate to Hindi: For them is an abode of peace with their Lord; and He shall be their patron for that which they have been doing.,"उनके लिए उनके रब के यहाँ सलामती का घर है और वह उनका संरक्षक मित्र है, उन कामों के कारण जो वे करते रहे है",Hindi
"translate to Hindi: “To whom will come a punishment that will disgrace, and upon whom descends the punishment that never ends.”","कि किस पर वह यातना आती है जो उसे रुसवा कर देगी और किसपर अटल यातना उतरती है।""",Hindi
translate to Hindi: A minimalist window manager based on AEWM,एक अल्पतम विंडो प्रबंधक एईडबल्यूएम पर आधारितName,Hindi
translate to Hindi: Your false modesty is apparent.,आपकी झूठी नम्रता स्पष्ट है.,Hindi
"translate to Hindi: We have committed man about his parents. His mother carries him in her womb in weakness and debility, weaning him in two years. So he should be grateful to Me and his parents. To Me is the journeying back.","और हमने मनुष्य को उसके अपने माँ-बाप के मामले में ताकीद की है - उसकी माँ ने निढाल होकर उसे पेट में रखा और दो वर्ष उसके दूध छूटने में लगे - कि ""मेरे प्रति कृतज्ञ हो और अपने माँ-बाप के प्रति भी। अंततः मेरी ही ओर आना है",Hindi
translate to Hindi: I saw my grandfather last week.,मैने मेरे नाना को पिछले हफ़्ते देखा।,Hindi
translate to Hindi: Chat window theme variant,चैट विंडो थीम चर,Hindi
translate to Hindi: Play 3d chess with reflection of the chessmen,शतरंजखिलाड़ी के प्रतिबिंब के साथ 3 आयामी शतरंज खेलें,Hindi
"translate to Hindi: Well, you are relationship-oriented.","ठीक है, तुम रिश्ता उन्मुख हैं.",Hindi
translate to Hindi: Do you not see that God has created the heavens and the earth for a purpose? He can eliminate you if He wills and bring into being a new creation:,क्या तूने नहीं देखा कि ख़ुदा ही ने सारे आसमान व ज़मीन ज़रुर मसलहत से पैदा किए अगर वह चाहे तो सबको मिटाकर एक नई खिलक़त (बस्ती) ला बसाए,Hindi
translate to Hindi: Initial anti-aliasing of the board,बिसात का प्रारंभिक एन्टी- अलियासिंग,Hindi
translate to Hindi: Their greeting on the Day whereon they meet Him will be: peace. And He hath gotten ready for them a generous hire.,"जिस दिन वे उससे मिलेंगे उनका अभिवादन होगा, सलाम और उनके लिए प्रतिष्ठामय प्रदान तैयार कर रखा है",Hindi
translate to Hindi: Watch this video,इस वीडियो को देखें,Hindi
translate to Hindi: Hell no.,नरक नहीं.,Hindi
"translate to Hindi: and We bestowed upon him (offspring like) Isaac and Jacob, and bestowed prophethood and the Book on his descendants and granted him his reward in this world; he will certainly be among the righteous in the Hereafter.",इसमे शक नहीं कि वह ग़ालिब (और) हिकमत वाला है और हमने इबराहीम को इसहाक़ (सा बेटा) और याक़ूब (सा पोता) अता किया और उनकी नस्ल में पैग़म्बरी और किताब क़रार दी और हम न इबराहीम को दुनिया में भी अच्छा बदला अता किया और वह तो आख़ेरत में भी यक़ीनी नेको कारों से हैं,Hindi
"translate to Hindi: (There is for him) Rest and Satisfaction, and a Garden of Delights.",तो (उस के लिए) आराम व आसाइश है और ख़ुशबूदार फूल और नेअमत के बाग़,Hindi
"translate to Hindi: And let them not divert thee from the revelations of Allah after they have been sent down unto thee; but call (mankind) unto thy Lord, and be not of those who ascribe partners (unto Him).",कहीं ऐसा न हो एहकामे ख़ुदा वन्दी नाज़िल होने के बाद तुमको ये लोग उनकी तबलीग़ से रोक दें और तुम अपने परवरदिगार की तरफ (लोगों को) बुलाते जाओ और ख़बरदार मुशरेकीन से हरगिज़ न होना,Hindi
"translate to Hindi: We had made them leaders, but they called people to the Fire; and on the Day of Judgement they will not be helped.",और हमने उनको (गुमराहों का) पेशवा बनाया कि (लोगों को) जहन्नुम की तरफ बुलाते है और क़यामत के दिन (ऐसे बेकस होगें कि) उनको किसी तरह की मदद न दी जाएगी,Hindi
translate to Hindi: Verily Allah shall cause those who believe and work righteous works to enter Gardens whereunder rivers flow; verily Allah doth whatsoever He intendeth.,"निश्चय ही अल्लाह उन लोगों को, जो ईमान लाए और उन्होंने अच्छे कर्म किए, ऐसे बाग़ों में दाखिल करेगा, जिनके नीचे नहरें बह रही होंगी। निस्संदेह अल्लाह जो चाहे करे",Hindi
"translate to Hindi: And on this one, the game got rough.","और यह एक पर, खेल किसी न किसी तरह मिल गया.",Hindi
translate to Hindi: I'm not looking for a partner.,मैं देख नहीं रहा हूँ एक साथी,Hindi
translate to Hindi: And when mankind will be gathered they will become Unto them enemies and of their worship they will become deniers.,और जब लोग इकट्ठे किए जाएँगे तो वे उनके शत्रु होंगे औऱ उनकी बन्दगी का इनकार करेंगे,Hindi
translate to Hindi: Profiling,प्रोफाइलिंग,Hindi
translate to Hindi: From,से,Hindi
"translate to Hindi: Yet they say that God has begotten a son. May He be praised! Indeed everything in the heavens and the earth belongs to Him, and all are obedient to God.","कहते है, अल्लाह औलाद रखता है - महिमावाला है वह! (पूरब और पश्चिम हीं नहीं, बल्कि) आकाशों और धरती में जो कुछ भी है, उसी का है। सभी उसके आज्ञाकारी है",Hindi
translate to Hindi: that they will be rewarded with bounties and favors from their Lord and that God will not neglect the reward of the true believers.,ख़ुदा नेअमत और उसके फ़ज़ल (व करम) और इस बात की ख़ुशख़बरी पाकर कि ख़ुदा मोमिनीन के सवाब को बरबाद नहीं करता,Hindi
translate to Hindi: Truncate,छोटा करें,Hindi
translate to Hindi: Enter Session Details:,सूची नाम भरें,Hindi
"translate to Hindi: O you who believe! do not follow the footsteps of the Shaitan, and whoever follows the footsteps of the Shaitan, then surely he bids the doing of indecency and evil; and were it not for Allah's grace upon you and His mercy, not one of you would have ever been pure, but Allah purifies whom He pleases; and Allah is Hearing, Knowing.","ऐ ईमान लानेवालो! शैतान के पद-चिन्हों पर न चलो। जो कोई शैतान के पद-चिन्हों पर चलेगा तो वह तो उसे अश्लीलता औऱ बुराई का आदेश देगा। और यदि अल्लाह का उदार अनुग्रह और उसकी दयालुता तुमपर न होती तो तुममें से कोई भी आत्म-विश्वास को प्राप्त न कर सकता। किन्तु अल्लाह जिसे चाहता है, सँवारता-निखारता है। अल्लाह तो सब कुछ सुनता, जानता है",Hindi
translate to Hindi: There's a room in the back.,पीठ में एक कमरा है.,Hindi
translate to Hindi: Asia/Kabul,एशिया/काबुल,Hindi
translate to Hindi: & Single Player,एकल खिलाड़ी (S),Hindi
"translate to Hindi: O mankind! Allah’s promise is indeed true. So do not let the life of the world deceive you, nor let the Deceiver deceive you concerning Allah.",लोगों खुदा का (क़यामत का) वायदा यक़ीनी बिल्कुल सच्चा है तो (कहीं) तुम्हें दुनिया की (चन्द रोज़ा) ज़िन्दगी फ़रेब में न लाए (ऐसा न हो कि शैतान) तुम्हें खुदा के बारे में धोखा दे,Hindi
translate to Hindi: Collapse All,सभी समेंटेंduplicate action,Hindi
translate to Hindi: Redirect Message,संदेश रीडायरेक्ट करें,Hindi
"translate to Hindi: And ask them about the town that was by the sea - when they transgressed in [the matter of] the sabbath - when their fish came to them openly on their sabbath day, and the day they had no sabbath they did not come to them. Thus did We give them trial because they were defiantly disobedient.","उनसे उस बस्ती के विषय में पूछो जो सागर-तट पर थी। जब वे सब्त के मामले में सीमा का उल्लंघन करते थे, जब उनके सब्त के दिन उनकी मछलियाँ खुले तौर पर पानी के ऊपर आ जाती थी और जो दिन उनके सब्त का न होता तो वे उनके पास न आती थी। इस प्रकार उनके अवज्ञाकारी होने के कारण हम उनको परीक्षा में डाल रहे थे",Hindi
translate to Hindi: User Defined,उपयोक्ता द्वारा पारिभाषित,Hindi
translate to Hindi: Stage Title,स्टेज शीर्षक,Hindi
translate to Hindi: What! shall We then turn away the reminder from you altogether because you are an extravagant people?,"क्या इसलिए कि तुम मर्यादाहीन लोग हो, हम तुमपर से बिलकुल ही नज़र फेर लेंगे?",Hindi
"translate to Hindi: So, when he came to it, he was called: 'Blessed is he who is in the fire, and he who is about it. Glory be to God, the Lord of all Being!","फिर जब वह उसके पास पहुँचा तो उसे आवाज़ आई कि ""मुबारक है वह जो इस आग में है और जो इसके आस-पास है। महान और उच्च है अल्लाह, सारे संसार का रब!",Hindi
translate to Hindi: Dutch,डचName,Hindi
"translate to Hindi: And those who came after them say, “O our Lord! Forgive us, and our brothers who accepted faith before us, and do not keep any malice in our hearts towards the believers – O our Lord! Indeed You only are the Most Compassionate, Most Merciful.”.","और (इस माल में उनका भी हिस्सा है) जो उनके बाद आए, वे कहते है, ""ऐ हमारे रब! हमें क्षमा कर दे और हमारे उन भाइयों को भी जो ईमानलाने में हमसे अग्रसर रहे और हमारे दिलों में ईमानवालों के लिए कोई विद्वेष न रख। ऐ हमारे रब! तू निश्चय ही बड़ा करुणामय, अत्यन्त दयावान है।""",Hindi
translate to Hindi: - Book?,- पुस्तक?,Hindi
translate to Hindi: Certificates Table,प्रमाणपत्र सारणीmake a backup,Hindi
translate to Hindi: Pick a Color,कोई रंग लें,Hindi
"translate to Hindi: Boss, I think you should see this.","बॉस, मैं आपको यह देखना चाहिए.",Hindi
"translate to Hindi: It's clean, it's clear, neat, absolute.","यह साफ है, यह स्पष्ट है, पूरी तरह साफ है.",Hindi
"translate to Hindi: Can you put your head back on, please?","क्या तुम अपने सिर का कवर पहन लोगे, प्लीज़?",Hindi
translate to Hindi: Does man think that We cannot assemble his bones?,क्या इन्सान ये ख्याल करता है (कि हम उसकी हड्डियों को बोसीदा होने के बाद) जमा न करेंगे हाँ (ज़रूर करेंगें),Hindi
translate to Hindi: Ain't got nothing to worry about from me.,मुझ से चिंता की कोई बात नहीं मिला है।,Hindi
translate to Hindi: Straight Up,सीधा ऊपर,Hindi
translate to Hindi: Sometimes I will go through my sites visitor statistics to see what people are reading and how they got to the site.,यदा कदा मैं अपने साइट के पाठकों के आवाजाही के आंकड़ों पर नजर मारता हूँ और यह समझने की कोशिश करता हूँ कि वे क्या पढ़ना चाहते हैं और वे किस विधि से मेरी साइट पर आए.,Hindi
translate to Hindi: Do you really want to split the track?,क्या आप वाकई ट्रैक को बांटना चाहते हैं?,Hindi
translate to Hindi: Directional lighting,दिशायुक्त प्रकाश व्यवस्था,Hindi
"translate to Hindi: The port on the machine defined by ""/apps/evolution/shell/network_config/secure_host"" that you proxy through.","""/apps/evolution/shell/network_config/secure_host"" के द्वारा परिभाषित मशीन नाम से पोर्ट जिससे आप प्राक्सी से होकर जाते हैं.",Hindi
translate to Hindi: Are you sure this is the road from that map?,तम्हें यकीन है यह नक्शे वाली सड़क है?,Hindi
translate to Hindi: Set Name,नाम नियत करें,Hindi
translate to Hindi: Beholdest thou any of them remaining?,तू क्या इनमें से किसी को भी बचा खुचा देखता है,Hindi
translate to Hindi: Not Greece,ग्रीस नहींgreece. kgm,Hindi
translate to Hindi: Evolution Backup,एवोल्यूशन बैकअप,Hindi
"translate to Hindi: Verily Allah will admit those who believe and work righteous deeds, to Gardens, beneath which rivers flow: for Allah carries out all that He plans.","निश्चय ही अल्लाह उन लोगों को, जो ईमान लाए और उन्होंने अच्छे कर्म किए, ऐसे बाग़ों में दाखिल करेगा, जिनके नीचे नहरें बह रही होंगी। निस्संदेह अल्लाह जो चाहे करे",Hindi
"translate to Hindi: And everything, small and big is written (in Al-Lauh Al-Mahfuz already beforehand i.e. before it befalls, or is done by its doer) (See the Quran V. 57:22).",(यानि) हर छोटा और बड़ा काम लिख दिया गया है,Hindi
"translate to Hindi: and when they returned to their folks they would return amused,",और जब अपने लड़के वालों की तरफ़ लौट कर आते थे तो इतराते हुए,Hindi
translate to Hindi: — import meta-contact information to libfolks,— libfolks के लिए मेटा संपर्क जानकारी आयात करें,Hindi
translate to Hindi: - I had a shot and I took it.,- मैं एक गोली मार दी थी और मैंने ले लिया.,Hindi
translate to Hindi: Do you want to recover unfinished messages?,क्या आप नहीं समाप्त संदेश पुनर्प्राप्त करना चाहते हैं?,Hindi
translate to Hindi: Error saving messages to: %s: %s,संदेश संग्रहित करने में त्रुटि: %s: %s,Hindi
translate to Hindi: Nested duplicate detected,@ info bug status,Hindi
translate to Hindi: I love you Sita.,मैं सीता तुमसे प्यार है.,Hindi
translate to Hindi: The file is not stored locally,फाइल स्थानीय रूप से जमा नहीं है,Hindi
"translate to Hindi: Oh, love.","ओह, प्यार.",Hindi
translate to Hindi: Malcolm!,मैल्कॉम!,Hindi
"translate to Hindi: So O Muslims, do you wish for the Jews to accept faith in you whereas a group of them used to listen to the Words of Allah, and then after having understood it, purposely changed it?",(मुसलमानों) क्या तुम ये लालच रखते हो कि वह तुम्हारा (सा) ईमान लाएँगें हालाँकि उनमें का एक गिरोह (साबिक़ में) ऐसा था कि खुदा का कलाम सुनाता था और अच्छी तरह समझने के बाद उलट फेर कर देता था हालाँकि वह खूब जानते थे और जब उन लोगों से मुलाक़ात करते हैं,Hindi
translate to Hindi: Cortez,"कार्तेजCity name (optional, probably does not need a translation)",Hindi
"translate to Hindi: And when Ibrahim said: My Lord, make it a secure town and provide its people with fruits, such of them as believe in Allah and the last day. He said: And whoever disbelieves, I will grant him enjoyment for a short while, then I will drive him to the chastisement of the fire; and it is an evil destination.","और याद करो जब इबराहीम ने कहा, ""ऐ मेरे रब! इसे शान्तिमय भू-भाग बना दे और इसके उन निवासियों को फलों की रोज़ी दे जो उनमें से अल्लाह और अन्तिम दिन पर ईमान लाएँ।"" कहा, ""और जो इनकार करेगा थोड़ा फ़ायदा तो उसे भी दूँगा, फिर उसे घसीटकर आग की यातना की ओर पहुँचा दूँगा और वह बहुत-ही बुरा ठिकाना है!""",Hindi
translate to Hindi: Lunch!,खाना!,Hindi
translate to Hindi: Error while reading: %1,पढते समय त्रुटि:% 1,Hindi
translate to Hindi: And I watched the instructional video for the very first time.,और मैं बहुत पहले समय के लिए अनुदेशात्मक वीडियो देखा.,Hindi
"translate to Hindi: All praise be to God, Creator of the heavens and the earth, who made the angels His messengers, with wings -- two, or three, or four pairs. He adds to His creation whatever He wills; for God has the power to will anything.",हर तरह की तारीफ खुदा ही के लिए (मख़सूस) है जो सारे आसमान और ज़मीन का पैदा करने वाला फरिश्तों का (अपना) क़ासिद बनाने वाला है जिनके दो-दो और तीन-तीन और चार-चार पर होते हैं (मख़लूक़ात की) पैदाइश में जो (मुनासिब) चाहता है बढ़ा देता है बेशक खुदा हर चीज़ पर क़ादिर (व तवाना है),Hindi
"translate to Hindi: - Oh, thank God.","- ओह, भगवान का शुक्र है.",Hindi
translate to Hindi: Her grandmother was a healer.,उसकी दादी कल्याण कारी काम करती थीं,Hindi
translate to Hindi: Ignore changes in case,केस में परिवर्तनों को नज़र अंदाज़ करें,Hindi
