source,translated,language
translate to Marathi: File Location,फाइल स्थान,Marathi
translate to Marathi: Expanded,विस्तारीत,Marathi
translate to Marathi: Mark all upgradable packages which are not held for upgrade,"पुढिल आवृत्तीत न करणारी , पुढिल आवृत्तीत पॅकेजेस चिन्हांकित करा.",Marathi
translate to Marathi: No one knows.,कोणालाही माहीत नाही.,Marathi
translate to Marathi: Choose your own font color,स्वत: चा फॉन्ट रंग वापरा,Marathi
translate to Marathi: Waldo Bastian,Waldo Bastian,Marathi
translate to Marathi: KSIRC,KSIRCComment,Marathi
translate to Marathi: Error writing resolver state to %s,%sला उत्तरे देणारी स्थिती लिहिताना चूक,Marathi
translate to Marathi: Marathi,मराठीName,Marathi
"translate to Marathi: (c) 2005, Benjamin C. Meyer; (c) 2007, Canonical Ltd",सहभागी,Marathi
translate to Marathi: View all the packages on the system in a single uncategorized list,प्रणालीत असणाऱ्या सगळ्या पॅकेजेस एका अवर्गीकृत यादीमध्ये दाखवा.,Marathi
translate to Marathi: Do not show the command to be run in the dialog,संवाद अंतर्गत चालविण्याजोगी आदेश दर्शवू नकाTransient means that the kdesu app will be attached to the app specified by the winid so that it is like a dialog box rather than some separate program,Marathi
translate to Marathi: Search stopped.,@ info: status,Marathi
translate to Marathi: The duration of the highlight box when selecting accessible nodes,प्रवेशीय नोड निवडतेवेळी चौकोन ठळकरित्या दर्शविण्याकरीता कालावधी,Marathi
translate to Marathi: I'm trying to remember.,मी आठवायचा प्रयत्न करतेय.,Marathi
translate to Marathi: The fish swims by moving its tail.,मासा आपली शेपूट हलवून पोहतो.,Marathi
translate to Marathi: Do you really want to quit?,तुम्हाला नक्की बाहेर पडायचे?,Marathi
translate to Marathi: LGPL,LGPL,Marathi
translate to Marathi: Version: %1,आवृत्ती:% 1,Marathi
translate to Marathi: A mimetype,mime प्रकार,Marathi
translate to Marathi: What's the topic?,विषय काय आहे?,Marathi
translate to Marathi: There are unsaved changes in the active module. Do you want to apply the changes before running the new module or discard the changes?,सक्रीय विभाग अंतर्गत असंचयीत बदलाव समाविष्टीत आहे. तुम्हाला नविन विभाग चालविण्यापूर्वी बदलाव लागू करायचे किंवा बदलाव रद्द करायचे?,Marathi
translate to Marathi: He doesn't drink coffee.,तो कॉफी पीत नाही.,Marathi
translate to Marathi: Tom seems nice.,टॉम चांगला वाटतो.,Marathi
translate to Marathi: Lubos Lunak,Lubos Lunak,Marathi
translate to Marathi: (c) 2002 Daniel Molkentin,(c) 2002 Daniel Molkentin,Marathi
translate to Marathi: Could we have a spoon?,एक चमचा मिळेल का?,Marathi
translate to Marathi: Where's your girlfriend?,तुझी गर्लफ्रेंड कुठेय?,Marathi
translate to Marathi: Compiled in exec_prefix for KDE libraries,KDE लायब्ररी करीता exec_ prefix मध्ये कंपाईल केले,Marathi
translate to Marathi: Duplicate Window,अनुकृति चौकटComment,Marathi
translate to Marathi: kfile,kfile,Marathi
translate to Marathi: Window & role:,चौकट भूमिका (r):,Marathi
translate to Marathi: Create New Group,नविन समुह बनवा,Marathi
translate to Marathi: Klondike Three Decks,क्लोनडिके थ्री डेक्स्,Marathi
translate to Marathi: He was walking in front of me.,ते माझ्यासमोर चालत होते.,Marathi
translate to Marathi: Replacement text:,बदलविण्याजोगी पाठ्य (m):,Marathi
translate to Marathi: He works for a bank.,ते एका बॅंकेसाठी काम करतात.,Marathi
translate to Marathi: Don't forget to tell Tom.,टॉमला सांगायला विसरू नकोस.,Marathi
translate to Marathi: Message Received,संदेश प्राप्त झालेComment,Marathi
translate to Marathi: Trashcan,कचरापेटीComment,Marathi
translate to Marathi: I want to speak in German with Arnold Schwarzenegger.,मला आर्नॉल्ड श्वार्जनेगरशी जर्मनमध्ये बोलायचं आहे.,Marathi
translate to Marathi: [Properties],[गुणधर्म],Marathi
translate to Marathi: Silver,इतिहास बाजूचीपट्टीName,Marathi
"translate to Marathi: (c) 2003, The KHelpCenter developers","(c) 2003, The KHelpCenter developers",Marathi
translate to Marathi: How much disk space is used to cache the pixmaps,pixmaps कॅश करण्याकरीता किती डिस्क जागा वापरले गेली,Marathi
translate to Marathi: Is Spanish spoken in Mexico?,मेक्सिकोमध्ये स्पॅनिश बोलली जाते का?,Marathi
translate to Marathi: He is over 80 kilos.,त्याचं वजन ८० किलोपेक्षा जास्त आहे.,Marathi
translate to Marathi: Power Consumption self powered,पावर वापरणी स्वयं सक्षम,Marathi
translate to Marathi: Keep your eyes open.,डोळे उघडे ठेव.,Marathi
translate to Marathi: My head aches.,माझं डोकं दुखतंय.,Marathi
translate to Marathi: I'll take care of that.,ते मी बघीन.,Marathi
translate to Marathi: S-ATA,S- ATA,Marathi
translate to Marathi: Change to Desktop 6,डेस्कटॉप 6 वर जाComment,Marathi
translate to Marathi: Pages Out,Pages Out,Marathi
translate to Marathi: XML decimal entity:,XML दशमान वस्तु:,Marathi
"translate to Marathi: French is too hard, I don't want to learn it.","फ्रेंच खूपच कठीण आहे, मला ती शिकायची नाहीये.",Marathi
translate to Marathi: %prog,%prog,Marathi
translate to Marathi: KDE Control Module,KDE नियंत्रण विभाग,Marathi
translate to Marathi: Press %1 while NumLock is active,NumLock सक्रीय असल्यावरही% 1 दाबा,Marathi
"translate to Marathi: ""Do you want to play with me?"" ""Not with you!""","""तुला माझ्याबरोबर खेळायचंय आहे का?"" ""तुझ्याबरोबर नाही!""",Marathi
translate to Marathi: Left Click Action,डावी क्लिक क्रिया,Marathi
translate to Marathi: Mirror Horizontally,आडवेरित्या मिरर करा,Marathi
translate to Marathi: http: / /doc. trolltech. com/ latest/ \\\\{@}. html,http: // doc. trolltech. com/ latest /\\\\ {@}. htmlName,Marathi
translate to Marathi: Resolver state successfully written!,उत्तरे देणारी स्थिती यशस्वीपणे लिहिली आहे !,Marathi
translate to Marathi: UADescription (Opera 4.03 on NT),UAडिस्क्रिप्शन (NT वरील ओपेरा 4. 03) Name,Marathi
translate to Marathi: Beware of pickpockets.,खिसेकापूंशी सावधान राहावे.,Marathi
translate to Marathi: Tom is in the kitchen.,टॉम स्वयंपाकघरात आहे.,Marathi
translate to Marathi: Resize and Rotate,पुन्हआकार व फिरवा,Marathi
translate to Marathi: Modified:,संपादित केलेले: @ option: check Additional Information,Marathi
translate to Marathi: We all went to the party except Joe.,जो सोडल्यास आम्ही सर्वजण पार्टीला गेलो.,Marathi
translate to Marathi: OSS,OSS,Marathi
translate to Marathi: Contributor,सहभागी,Marathi
translate to Marathi: Did you buy the medicine?,तुम्ही औषध विकत घेतलंत का?,Marathi
translate to Marathi: %s is already the newest version.,%s ही आधीच नविन आवृत्ती आहे.,Marathi
translate to Marathi: Maximize Button,बटन वाढवा,Marathi
translate to Marathi: The ice has melted.,बर्फ वितळलाय.,Marathi
translate to Marathi: & Import...,इम्पोर्ट (I)...,Marathi
translate to Marathi: Thaana,थानाKCharselect unicode block name,Marathi
translate to Marathi: Effect for desktop switching:,डेस्कटॉप बदलाविल्यामुळे होणारे प्रभाव:,Marathi
translate to Marathi: Activate window:,सक्रीय चौकट:,Marathi
translate to Marathi: HTML widget,HTML विजेटName,Marathi
translate to Marathi: Galeon,गॅलिऑन,Marathi
translate to Marathi: Is used to notify that the table column description has changed,तक्ता स्तंभ वर्णन बदलविले गेले अशी सूचना देण्याकरीता वापरले जाते,Marathi
translate to Marathi: The girl sings and dances and then laughs at me.,ही मुलगी नाचते व गाते आणि मग माझ्यावर हसते.,Marathi
translate to Marathi: I can prove who the murderer is.,खुनी कोण आहे हे मी सिद्ध करू शकतो.,Marathi
translate to Marathi: Move Fonts,फॉन्ट हलवा,Marathi
translate to Marathi: Green on Black,काळ्यावर हिरवा,Marathi
translate to Marathi: Performing login at %1 as %2...,@ info: status/ rich,Marathi
translate to Marathi: & Add Bookmark,ओळखचिन्ह जोडा (A),Marathi
translate to Marathi: lock,lock,Marathi
translate to Marathi: Pattern filter,रचना फिल्टर,Marathi
translate to Marathi: Only God knows.,देव जाणे.,Marathi
translate to Marathi: The population of Osaka is larger than of Kobe.,ओसाकाची लोकसंख्या कोबेपेक्षा मोठी आहे.,Marathi
translate to Marathi: She asked me a question.,त्यांनी मला एक प्रश्न विचारला.,Marathi
translate to Marathi: She is eager to go to France.,ती फ्रांसला जायला उत्सुक आहे.,Marathi
translate to Marathi: He is French.,तो फ्रेंच आहे.,Marathi
translate to Marathi: & Revert to Previous,पूर्वीचे स्वीकारा (R),Marathi
translate to Marathi: Yesterday I listened to a very beautiful song.,काल मी एक अतिशय सुंदर गाणं ऐकलं.,Marathi
translate to Marathi: Do I have to study?,मला अभ्यास करायलाच पाहिजे का?,Marathi
translate to Marathi: Ethiopian,इथियोपिक@ item Calendar system,Marathi
translate to Marathi: Hold,धरून ठेवा,Marathi
translate to Marathi: Mary Hat was in New Orleans this week.,मेरी हॅट या आठवड्यात न्यू ऑरलीन्समध्ये होती.,Marathi
translate to Marathi: What was that noise?,तो आवाज कसला होता?,Marathi
translate to Marathi: My mother is in the hospital now.,माझी आई आता हॉस्पिटलमध्ये आहे.,Marathi
translate to Marathi: Change Boot Disk,बूट डिस्क बदला,Marathi
translate to Marathi: PLAYLIST,PLAYLIST,Marathi
translate to Marathi: Please correct the sentence.,कृपया हे वाक्य दुरुस्त करा.,Marathi
"translate to Marathi: Europe, Southern","यूरोप, दक्षिणीName",Marathi
translate to Marathi: I'm so happy.,मी किती आनंदी आहे.,Marathi
translate to Marathi: Icon size:,चिन्ह आकार:,Marathi
translate to Marathi: the nine of hearts,बदामची नैली,Marathi
"translate to Marathi: %s, %d%% done","%s, %d%% पूर्ण झाले",Marathi
translate to Marathi: all-packages-with-dep-versions,why,Marathi
translate to Marathi: You must be a fool.,तू बावळट असशील.,Marathi
translate to Marathi: Burundi,बुरूंडीName,Marathi
translate to Marathi: What are you two doing?,तुम्ही दोघं काय करत आहात?,Marathi
translate to Marathi: Native _format,मुळ स्वरूप (_F),Marathi
translate to Marathi: Remove the aces,एक्के काढा,Marathi
translate to Marathi: Sebastian Sauer,सेबेस्तियन सॉअर,Marathi
translate to Marathi: of Tahsas,फर चा,Marathi
translate to Marathi: Fake Bluetooth Management,बनावटी ब्लूटूथ व्यवस्थापनName,Marathi
translate to Marathi: KDE passwd,KDE passwd,Marathi
translate to Marathi: GPL,GPL,Marathi
translate to Marathi: Magnifier,भिंग (अक्षर-छटा मोठी दिसण्याकरिता),Marathi
translate to Marathi: The waves are high.,लाटा उंच आहेत.,Marathi
translate to Marathi: We'll wait for you there.,आम्ही तिथे तुमच्यासाठी थांबू.,Marathi
translate to Marathi: Burning flags to be used,वापरण्याजोगी बर्णिंग फ्लॅग्स्,Marathi
translate to Marathi: You've really turned black now.,तू आत्ता खरच काळी झाली आहेस.,Marathi
translate to Marathi: Don't touch these.,ह्यांना हात लावू नकोस.,Marathi
translate to Marathi: high,उंचhighest priority,Marathi
translate to Marathi: A crow is as black as coal.,कावळा कोळश्यासारखा काळा असतो.,Marathi
translate to Marathi: Is ten thousand yen enough?,दहा हजार येन पुरतील का?,Marathi
translate to Marathi: Aaron J. Seigo,एरॉन जे. सीगो,Marathi
translate to Marathi: Present Windows,वर्तमान चौकटComment,Marathi
translate to Marathi: ^Help,मदत,Marathi
translate to Marathi: no_key,नाही की,Marathi
translate to Marathi: Reconfiguring %s,%sची पुनर्संरचना करीत आहे,Marathi
translate to Marathi: The news may well be true.,ती बातमी खरीही असू शकते.,Marathi
translate to Marathi: Zack Rusin,Zack Rusin,Marathi
translate to Marathi: Select Region of Image,प्रतिमाचा भाग निवडा,Marathi
translate to Marathi: Delay:,विलंब (y):,Marathi
translate to Marathi: Not specified,निश्चित नाहीreplace this with information about your translation team,Marathi
translate to Marathi: He turned out to be her father.,ते तिचे वडील निघाले.,Marathi
translate to Marathi: (c) 2007 Rivo Laks,(c) 2007 Rivo Laks,Marathi
"translate to Marathi: With this option activated, only one instance of Konqueror will exist in the memory of your computer at any moment, no matter how many browsing windows you open, thus reducing resource requirements. Be aware that this also means that, if something goes wrong, all your browsing windows will be closed simultaneously.","हा पर्याय सक्रीय असल्यास, Konqueror ची फक्त एकेच घटना संगणकातील स्मृती अंतर्गत कुठल्याहीक्षणी उपलब्ध होईल, व फाइल संचारन करीता कितकही चौकट उघडे असल्यावरही काहिच फरक पडणार नाही, व यानुरप स्त्रोत आवश्यकता कमी करतो. याचा अर्थ असा देखिल होतो की, कुठलिही चुक झाल्यास, फाइल ब्राऊजींग चौकट त्याक्षणी बंद होतील",Marathi
translate to Marathi: I did nothing.,मी काही नाही केलं.,Marathi
translate to Marathi: Files processed: %1,फाइल विश्लेषण पूर्ण झाले:% 1NAME OF TRANSLATORS,Marathi
translate to Marathi: I rejected the offer.,मी तो प्रस्ताव नाकारला.,Marathi
translate to Marathi: of Bahman,बहमान चा,Marathi
translate to Marathi: I don't know anything.,मला काहीही माहीत नाही.,Marathi
translate to Marathi: Hangul,हंगुल,Marathi
translate to Marathi: Listen closely.,बारकाईने ऐका.,Marathi
translate to Marathi: Ready,तयार,Marathi
"translate to Marathi: That's cheap, isn't it?","ते स्वस्त आहे, ना?",Marathi
"translate to Marathi: No, she has never fallen in love.","नाही, त्या कधी प्रेमात पडलेल्या नाहीयेत.",Marathi
translate to Marathi: Get Hot New Stuff,नविन अलिकडील वस्तु प्राप्त झालीProgram name followed by 'Add On Installer',Marathi
translate to Marathi: Failed to process build dependencies,बांधणी-डिपेंडन्सीज क्रिया पूर्ण करण्यास असमर्थ,Marathi
translate to Marathi: The whole world is off its rocker.,अख्ख्या जगाचं डोकं फिरलंय.,Marathi
translate to Marathi: System Default (currently: %1),प्रणाली मुलभूत (सद्या:% 1),Marathi
translate to Marathi: ^Install/remove packages,पॅकेजेस संस्थापन काढून टाका,Marathi
translate to Marathi: System Log Viewer,संगणकीय लॉग दर्शिकाName,Marathi
translate to Marathi: Disk %1,डिस्क% 1,Marathi
translate to Marathi: of Rabi ` al-Awal,रबी उल- अव्वल चा,Marathi
translate to Marathi: Sukravãra,Indian National weekday 6 - LongDayName,Marathi
translate to Marathi: Enter the new package tree limit:,नवीन पॅकेज संरचना मर्यादा एंटर करा.,Marathi
translate to Marathi: Brian Ledbetter,Brian Ledbetter,Marathi
translate to Marathi: This will try the following devices and use the first that works: %1,"यामुळे खालिल साधन वापरण्याचा प्रयत्न केला जाईन व प्रथम कार्यरत वापरले जाईल:% 1% 1 is the sound card name,% 2 is the description in case it exists",Marathi
translate to Marathi: This will remove all previous results.,यामुळे सर्व मागील परिणाम काढूण टाकले जाईल.,Marathi
translate to Marathi: God knows.,देव जाणे.,Marathi
translate to Marathi: Global Shortcut,नविन जागतिक शार्टकट,Marathi
"translate to Marathi: (C) 1998 Matthias Hoelzer, (C) 1999-2003 Hans Petter Bieker","(C) 1998 Matthias Hoelzer, (C) 1999- 2003 Hans Petter Bieker",Marathi
translate to Marathi: %s: Errors found in combining rules postprocessing. Aborting.,%s: नियमांचे पोस्ट प्रोसेसिंग एकत्र करण्यात चूक आढळली. सोडून देत आहे.,Marathi
translate to Marathi: There are sixty seconds in a minute.,एका मिनिटात साठ सेकंद असतात.,Marathi
translate to Marathi: He tried it over and over again.,त्याने ते पुन्हापुन्हा करून बघितलं.,Marathi
translate to Marathi: I caught the last bus.,मी शेवटची बस पकडली.,Marathi
"translate to Marathi: (c) 2004, Martin Koller","(c) 2004, Martin Koller",Marathi
translate to Marathi: Edit Window-Specific Settings,चौकट- संबंधित संयोजना संपादीत करा,Marathi
translate to Marathi: This is a table.,हे टेबल आहे.,Marathi
translate to Marathi: My name is Hopkins.,माझं नाव हॉपकिन्स आहे.,Marathi
translate to Marathi: Tom is still a virgin.,टॉम अजूनही व्हर्जिन आहे.,Marathi
translate to Marathi: DVD-RW,DVD-RW,Marathi
translate to Marathi: Monitor & Remote Machine...,दूरस्थ मशीन नियंत्रीत करा (R)...,Marathi
translate to Marathi: Call the hospital.,हॉस्पिटलला फोन कर.,Marathi
translate to Marathi: Slicing Method,स्लाइस पद्धत,Marathi
translate to Marathi: Enter the password here for the user you specified above.,वरील निश्चित केलेल्या वापरकर्ता करीता गुप्तशब्द यानुरूप प्रविष्ट करा.,Marathi
translate to Marathi: I like all kinds of music.,मला सगळ्या प्रकारचं संगीत आवडतं.,Marathi
translate to Marathi: It doesn't hurt.,दुखत नाही.,Marathi
translate to Marathi: There seem to be no corrupted files on the disc,डिस्कवर सदोषीत फाइल्स् आढळले नाही,Marathi
translate to Marathi: System Monitor - CPU,प्रणाली नियंत्रण - CPUComment,Marathi
translate to Marathi: The track will be padded at its end.,गाण्याचे शेवट पॅड केले जाईल.,Marathi
translate to Marathi: Default Identification,मुलभूत ओळख,Marathi
translate to Marathi: Pshoment,टीपCoptic weekday 3 - LongDayName,Marathi
translate to Marathi: & Line graph,लाइन ग्राफ (L),Marathi
translate to Marathi: CD/DVD Creator,CD/DVD क्रिएटर,Marathi
translate to Marathi: Will you give this to Tom?,तू हे टॉमला देशील का?,Marathi
translate to Marathi: PreDepends,पूर्वावलंबित आहे,Marathi
translate to Marathi: Layout,लेआउट,Marathi
translate to Marathi: Check the file types you want icon previews for:,हवे असल्यास चिन्ह पूर्वदृश्य करीता फाइल प्रकार तपासा: Music,Marathi
translate to Marathi: He used to come to see me on Sunday.,तो मला रविवारी भेटायला यायचा.,Marathi
"translate to Marathi: If he doesn't come, what'll you do?",तो जर आला नाही तर तू काय करशील?,Marathi
translate to Marathi: The man you saw in my office yesterday is from Belgium.,"काल माझ्या ऑफिसमध्ये तू जो माणूस पाहिलास, तो बेल्जियमपासून आला आहे.",Marathi
translate to Marathi: Unable to start command '%1 '.,आदेश प्रारंभ करण्यास अपयशी '% 1'.,Marathi
translate to Marathi: She has two thousand books.,तिच्याकडे दोन हजार पुस्तकं आहेत.,Marathi
translate to Marathi: Partition information,पार्टीशन माहितीName,Marathi
translate to Marathi: She poured tea for me.,तिने माझ्यासाठी थोडा चहा ओतला.,Marathi
translate to Marathi: He teaches us English.,ते आम्हाला इंग्रजी शिकवतात.,Marathi
translate to Marathi: His girlfriend is Japanese.,त्याची गर्लफ्रेंड जपानी आहे.,Marathi
translate to Marathi: Senator Kerry was considered a liberal.,सेनटर केरी उदारमतवादी समजले जायचे.,Marathi
translate to Marathi: She asked a very good question.,तिने एक अतिशय चांगला प्रश्न विचारला.,Marathi
translate to Marathi: of Par,मार्च चाCoptic month 8 - ShortNamePossessive,Marathi
translate to Marathi: Ilya Korniyko,Ilya Korniyko,Marathi
translate to Marathi: Don't leave the bicycle in the rain.,सायकल पावसात सोडू नका.,Marathi
translate to Marathi: I'll go get it.,मी जाऊन आणतो.,Marathi
translate to Marathi: Default color,मुलभूत रंग,Marathi
translate to Marathi: Did you understand what he wanted to say?,त्यांना काय म्हणायचं होतं हे तुम्हाला कळलं का?,Marathi
translate to Marathi: Authorization Dialog,अधिप्रमाणन संवाद,Marathi
translate to Marathi: She went with him.,त्या त्याच्याबरोबर गेल्या.,Marathi
translate to Marathi: He tried to learn French.,त्याने फ्रेंच शिकायचा प्रयत्न केला.,Marathi
translate to Marathi: Where is the nearest bakery?,सर्वात जवळची बेकरी कुठे आहे?,Marathi
translate to Marathi: & Show window button tooltips,चौकट बटन टूलटिप दर्शवा (S),Marathi
translate to Marathi: I had a cat named Cookie.,माझ्याकडे कूकी नावाची एक मांजर होती.,Marathi
translate to Marathi: I gave some of my old clothes to the Salvation Army.,मी माझे काही जुने कपडे सॅल्व्हेशन आर्मीला देऊन टाकले.,Marathi
translate to Marathi: Yi,Yi,Marathi
translate to Marathi: The Alt Graph key has been locked and is now active for all of the following keypresses.,Alt Graph कि आता कुलूपबंद केली गेली आहे व खालिल सर्व किप्रेस करीता आता सक्रिय आहे.,Marathi
translate to Marathi: & Bookmark,ओळखचिन्ह (B),Marathi
"translate to Marathi: A User Interface server for Solid, the hardware detection system","Solid, हार्डवेअर शोध प्रणाली करीता वापरकर्ता संवाद सर्वरName",Marathi
translate to Marathi: The holy book of Muslims is Qur'an.,कुराण हे मुसलमानांचं पवित्र ग्रंथ आहे.,Marathi
translate to Marathi: Screen Size,पडदा आकार,Marathi
translate to Marathi: Saudi Arabia,सौदी अरबName,Marathi
translate to Marathi: New DVD-ROM Device,नविन DVD- ROM साधनName,Marathi
translate to Marathi: He likes to run.,त्याला पळायला आवडतं.,Marathi
translate to Marathi: Quit any running Devhelp,कुठलेही कार्यरत डेव्हमदत पासून बाहेर पडा,Marathi
translate to Marathi: Free swap memory:,मोकळी स्वॅप स्मृती:,Marathi
translate to Marathi: I will do anything for you.,मी तुझ्यासाठी काहीही करीन.,Marathi
translate to Marathi: Search Options,शोध पर्याय,Marathi
translate to Marathi: Slideshow,स्लाइडशोName,Marathi
translate to Marathi: We walked up stairs.,आपण पायर्‍या चढलो.,Marathi
translate to Marathi: He is popular among us.,तो आमच्यात लोकप्रिय आहे.,Marathi
translate to Marathi: Contact on Jabber,Jabber वर संपर्क करा,Marathi
translate to Marathi: Seg,सपEthiopian weekday 2 - ShortDayName,Marathi
translate to Marathi: UADescription (NN 3.01 on current),UAडिस्क्रिप्शन (एनएन 3. 01 वर्तमान वर) Name,Marathi
translate to Marathi: Why did she do that?,तिने तसं का केलं?,Marathi
translate to Marathi: Tom jumped into the lake.,टॉमने तलावात उडी मारली.,Marathi
translate to Marathi: PrtScr,PrtScrkeyboard- key- name,Marathi
translate to Marathi: There is no inserted disc to copy.,प्रत बनविण्याकरीता अंतर्भूतीत डिस्क आढळली नाही.,Marathi
translate to Marathi: Remote URL %1 not allowed with --tempfiles switch,दूरस्थ URL% 1 -- tempfiles स्विच सह वापरू शकत नाही,Marathi
translate to Marathi: I think we can finish this later.,मला वाटतं आपण हे नंतर पूर्ण करू शकतो.,Marathi
translate to Marathi: Should the filter bar be shown,फिल्टर पट्टी दर्शविले पाहिजे का@ label,Marathi
translate to Marathi: This file (%1) does not exist. You can only select local files.,फाइल (% 1) अस्तित्वात नाही. तुम्ही फक्त स्थानीय फाइल निवडू शकता.,Marathi
translate to Marathi: Nepomuk was not able to find the configured database backend '%1 '. Existing data can thus not be accessed. For data security reasons Nepomuk will be disabled until the situation has been resolved manually.,@ info - notification message,Marathi
translate to Marathi: I bought a red tie.,मी एक लाल टाय खरीदला.,Marathi
translate to Marathi: Align left,डावीकडे संरेषीत करा,Marathi
translate to Marathi: He wants to be an engineer.,त्याला इंजिनीअर बनायचं आहे.,Marathi
translate to Marathi: Who came here?,इथे कोण आलं?,Marathi
translate to Marathi: Where's our car?,आपली गाडी कुठे आहे?,Marathi
"translate to Marathi: That way, old files from previous sessions will be usable after burning.","तसे असल्यास, बर्न केल्यानंतर मागील सत्र पासून जुणे फाइल पुन्हा वापरले जातिल.",Marathi
"translate to Marathi: If he comes, I'll go too.",जर तो आला तर मीसुद्धा जाईन.,Marathi
translate to Marathi: Chinese,चायनिजName,Marathi
translate to Marathi: He died of cancer last year.,ते गेल्या वर्षी कर्करोगामुळे वारले.,Marathi
translate to Marathi: & Change,बदलवा (C),Marathi
"translate to Marathi: At ease, soldiers.","विश्राम, सैनिकांनो.",Marathi
translate to Marathi: I'm not coming back.,मी परत येणार नाहीये.,Marathi
translate to Marathi: Save information and close,@ info,Marathi
translate to Marathi: Use this login information.,या दाखलन माहितीचा वापर करा.,Marathi
translate to Marathi: Do you still want to go?,तुला अजूनही जायचंय का?,Marathi
translate to Marathi: J2ME,J2MEName,Marathi
translate to Marathi: What religion do you believe in?,तुमचा कोणत्या धर्मात विश्वास आहे?,Marathi
translate to Marathi: Valid priorities are: %s,वैध अग्रक्रम आहेत: %s,Marathi
translate to Marathi: No other city in Japan is as large as Tokyo.,जपानमधील कोणतंही दुसरं शहर टोकियोइतकं मोठं नाहीये.,Marathi
translate to Marathi: Where is she?,कुठे आहे ती?,Marathi
translate to Marathi: Are you listening to English?,इंग्रजी ऐकतोयस का?,Marathi
"translate to Marathi: If you wish, you can go back and change your answers.",@ info,Marathi
translate to Marathi: Stop loading the document,दस्तऐवजाचे दाखलन थांबवा,Marathi
translate to Marathi: Show available commands,उपलब्ध आदेश दर्शवा,Marathi
"translate to Marathi: Invalid url: '%s' given, exiting","अवैध url: '%s' दिली, बाहेर पडत आहे",Marathi
translate to Marathi: The boy has an apple in his pocket.,या मुलाच्या खिश्यात एक सफरचंद आहे.,Marathi
translate to Marathi: American English,अमेरिकन इंग्लिशName,Marathi
translate to Marathi: The river that flows through London is the Thames.,लंडनमधून वाहणारी नदी टेम्स आहे.,Marathi
translate to Marathi: Like I care!,तर मला काय!,Marathi
translate to Marathi: Show expanded host info,विस्तारीत यजमान विषयी माहिती दर्शवा,Marathi
translate to Marathi: Both of them are in the room.,दोघेही खोलीत आहेत.,Marathi
translate to Marathi: My mother didn't see the boy on the street.,माझ्या आईने रस्त्यावरच्या त्या मुलाला बघितलं नाही.,Marathi
"translate to Marathi: Nathanael asked Jesus, ""How do you know me?""","नथानाएलने येशूला विचारले,""तुम्ही मला कसे आळखता?""",Marathi
translate to Marathi: The train has arrived.,ट्रेन आली आहे.,Marathi
translate to Marathi: Tom is a hipster.,टॉम हिप्स्टर आहे.,Marathi
translate to Marathi: Twi,त्वीName,Marathi
translate to Marathi: Windows Shares,Windows भागिदारीComment,Marathi
translate to Marathi: About Application,अनुप्रयोग विषयी@ action,Marathi
translate to Marathi: Create a copy of this CD or DVD,या CD किंवा DVD चे प्रत निर्माण करा,Marathi
translate to Marathi: Config Window Manager Change,संयोजना चौकट व्यवस्थापक बदलाव,Marathi
translate to Marathi: Chechen,चेचेनName,Marathi
translate to Marathi: Give me a cigarette.,मला एक सिग्रेट दे.,Marathi
translate to Marathi: Cannot open theme file %1,सुत्रयोजना फाइल% 1 उघडू शकत नाही,Marathi
translate to Marathi: VIDEO_TS directory is missing or invalid,VIDEO_TS डिरेक्ट्री आढळली नाही किंवा अवैध आहे,Marathi
translate to Marathi: B3,B3,Marathi
translate to Marathi: There isn't any soap.,साबण नाहीये.,Marathi
translate to Marathi: Nobody was injured.,कोणीही जखमी झालं नाही.,Marathi
translate to Marathi: She listened to him.,तिने त्याचं ऐकलं.,Marathi
translate to Marathi: It's a Chinese company.,चिनी कंपनी आहे.,Marathi
translate to Marathi: That's why I wanted to talk to you.,म्हणून मला तुझ्याशी बोलायचं होतं.,Marathi
translate to Marathi: Maximum number of AGP command,AGP आदेशचे कमाल क्रमांक,Marathi
translate to Marathi: Theme file name,थीम फाईलचे नाव,Marathi
"translate to Marathi: If you like seafood, you've come to the right place!","तुम्हाला जर सीफूड आवडत असेल, तर तुम्ही अगदी बरोब्बर ठिकाणी आला आहात!",Marathi
translate to Marathi: & Use security manager,सुरक्षा व्यवस्थापकाचा वापर करा (U),Marathi
translate to Marathi: Effect Parameters,प्रभाव बाब,Marathi
translate to Marathi: Tai Xuan Jing Symbols,ताय स्वान जिंग चिन्हे,Marathi
translate to Marathi: Is your baby sleeping?,तुझं बाळ झोपलं आहे का?,Marathi
translate to Marathi: Burj Khalifa is currently the tallest skyscraper in the world.,बुर्ज खलीफा सध्या जगातली सर्वात उंच गगनचुंबी इमारत आहे.,Marathi
translate to Marathi: Their boy was named Edward.,त्यांच्या मुलाचं नाव एड्वर्ड असं ठेवण्यात आलं.,Marathi
translate to Marathi: Thumb And Pouch,अंगठा आणि बटवा,Marathi
translate to Marathi: & No audio output,ऑडिओ आऊटपुट नाही (N) NAME OF TRANSLATORS,Marathi
translate to Marathi: Start index,अनुक्रम आरंभ करा,Marathi
translate to Marathi: File not found: %1,फाइल% 1 आढळला नाही.,Marathi
translate to Marathi: Max. recommended vertex count,सूचविलेले कमाल वर्टेक्स् प्रमाण,Marathi
translate to Marathi: Tky,Coptic weekday 1 - LongDayName,Marathi
translate to Marathi: Minimum increment,किमान वाढ,Marathi
